"uf","ano_eleicao","id_mandato","nome_fonte","evento","data_evento","precisao_data","data_evento_ate","cargo_assumido","substituto_nome","url","trecho","tipo_fonte","arquivo_bruto","confianca","observacao","arquivo_frente","trecho_no_bruto"
"DF","1998","M1998_DF_8_15689_700000708156891","Eurides Brito","licenca","1999-01-01","dia",,"Secretária de Educação do DF",,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Licenciada para assumir a Secretaria de Educação do DF, em 01/01/1999 e 05/04/2002.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg3.csv","alta","Planilha do SEHIM/CLDF.","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","1998","M1998_DF_8_15689_700000708156891","Eurides Brito","retorno","2002-04-05","dia",,,,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Licenciada para assumir a Secretaria de Educação do DF, em 01/01/1999 e 05/04/2002.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg3.csv","alta","Planilha do SEHIM/CLDF.","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","1998","M1998_DF_8_22111_700000708221111","Renato Rainha","renuncia","2001-12-19","dia",,"Conselheiro do Tribunal de Contas do DF","Nijed Zakhour","https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Titular. Renunciou ao mandato para ocupar o cargo de Conselheiro do TCDF em 19/12/2001.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg3.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Aprovação Conselheiro Rainha DCL 20/12/2001 pág. 36 Decreto Legislativo 807/2001 Declaração de renúncia Rainha DCL 20/12/2001 pág. 37","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","1998","M1998_DF_8_22221_700000708222211","Agrício Braga","licenca","2000-05-26","dia",,"Secretário de Esportes do DF",,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Licenciado para assumir a Secretaria de Esportes do DF entre 26/05/2000 e 08/04/2002.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg3.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Licença Agrício DCL 26/05/2000 pág. 2 AMD 26/2000 Comunica retorno Agrício DCL 08/04/2002 pág. 12","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","1998","M1998_DF_8_22221_700000708222211","Agrício Braga","retorno","2002-04-08","dia",,,,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Licenciado para assumir a Secretaria de Esportes do DF entre 26/05/2000 e 08/04/2002.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg3.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Licença Agrício DCL 26/05/2000 pág. 2 AMD 26/2000 Comunica retorno Agrício DCL 08/04/2002 pág. 12","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","1998","M1998_DF_8_25138_700000708251381","Aguinaldo de Jesus","licenca","2002-01-25","dia",,"Administrador Regional do Riacho Fundo",,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Licenciado para assumir o cargo de Administrador Regional do Riacho Fundo - RA XV, entre 25/01/2002 e 05/04/2002.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg3.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Licença Aguinaldo DCL 25/01/2002 pág 1 Ato do Presidente 36/2002 Comunica retorno Aguinaldo DCL 05/04/2002 pág. 15","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","1998","M1998_DF_8_25138_700000708251381","Aguinaldo de Jesus","retorno","2002-04-05","dia",,,,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Licenciado para assumir o cargo de Administrador Regional do Riacho Fundo - RA XV, entre 25/01/2002 e 05/04/2002.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg3.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Licença Aguinaldo DCL 25/01/2002 pág 1 Ato do Presidente 36/2002 Comunica retorno Aguinaldo DCL 05/04/2002 pág. 15","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","1998","M1998_DF_8_45199_700000708451991","Anilcéia Machado","licenca","2002-01-11","dia",,"Administradora Regional de Sobradinho",,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Licenciada para assumir o cargo de Administradora Regional de Sobradinho - RA V, em 11/01/2002 e 05/04/2002.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg3.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Licença Anilcéia DCL 11/01/2002 pág. 12 Ato do Presidente 11/2002 Comunica retorno Anilceia DCL 05/04/2002 pág. 15","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","1998","M1998_DF_8_45199_700000708451991","Anilcéia Machado","retorno","2002-04-05","dia",,,,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Licenciada para assumir o cargo de Administradora Regional de Sobradinho - RA V, em 11/01/2002 e 05/04/2002.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg3.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Licença Anilcéia DCL 11/01/2002 pág. 12 Ato do Presidente 11/2002 Comunica retorno Anilceia DCL 05/04/2002 pág. 15","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","1998",,"Nijed Zakhour","efetivacao_suplente","2001-12-19","dia",,,,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Tornou-se titular em 19/12/2001, quando da renuncia do deputado Renato Rainha para ocupar a vaga de Conselheiro do TCDF.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg3.csv","alta","Efetivado na vaga de Renato Rainha. Planilha do SEHIM/CLDF, coluna Documento: Convocação Nijed DCL 26/05/2000 pág. 2 AMD 25/2000 Assume titularidade Nijed DCL 21/12/2001 pág. 15 AMD 109/2001","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2002","M2002_DF_8_11122_731","Wigberto Tartuce","licenca","2003-02-14","dia",,,,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Licenciado para tratamento de saúde por 125 dias, por duas vezes, nas datas de 14/02/2003 e 01/12/2003.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg4.csv","alta","Licença para tratamento de saúde por 125 dias. Planilha do SEHIM/CLDF, coluna Documento: Licença Wigberto Tartuce DCL 14/02/2003 pág. 2 AMD 6/2003 Licença Wigberto Tartuce DCL 03/12/2003 pág. 37 AMD 126/2003 Licença Wigberto Tartuce DCL 05/04/2004 pág. 67 Ato do Presidente 292/2004 Licença Wigberto Tartuce DCL 18/01/2005 pág. 20 AMD 01/2005 Retorno Wigberto Tartuce DCL 03/04/2006 pág. 18 AMD 22/2006","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2002","M2002_DF_8_11122_731","Wigberto Tartuce","licenca","2003-12-01","dia",,,,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Licenciado para tratamento de saúde por 125 dias, por duas vezes, nas datas de 14/02/2003 e 01/12/2003.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg4.csv","alta","Licença para tratamento de saúde por 125 dias. Planilha do SEHIM/CLDF, coluna Documento: Licença Wigberto Tartuce DCL 14/02/2003 pág. 2 AMD 6/2003 Licença Wigberto Tartuce DCL 03/12/2003 pág. 37 AMD 126/2003 Licença Wigberto Tartuce DCL 05/04/2004 pág. 67 Ato do Presidente 292/2004 Licença Wigberto Tartuce DCL 18/01/2005 pág. 20 AMD 01/2005 Retorno Wigberto Tartuce DCL 03/04/2006 pág. 18 AMD 22/2006","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2002","M2002_DF_8_11122_731","Wigberto Tartuce","licenca","2004-04-04","dia",,,,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Em 04/04/2004 obteve nova licença para tratar de interesse particular por 120 dias","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg4.csv","alta","Licença para tratar de interesse particular por 120 dias. Planilha do SEHIM/CLDF, coluna Documento: Licença Wigberto Tartuce DCL 14/02/2003 pág. 2 AMD 6/2003 Licença Wigberto Tartuce DCL 03/12/2003 pág. 37 AMD 126/2003 Licença Wigberto Tartuce DCL 05/04/2004 pág. 67 Ato do Presidente 292/2004 Licença Wigberto Tartuce DCL 18/01/2005 pág. 20 AMD 01/2005 Retorno Wigberto Tartuce DCL 03/04/2006 pág. 18 AMD 22/2006","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2002","M2002_DF_8_11122_731","Wigberto Tartuce","licenca","2005-01-13","dia",,"Secretário Extraordinário de Relações Institucionais e de Cooperação entre Poderes do DF",,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","licenciou-se entre 13/01/2005 e 03/04/2006 para assumir a Secretaria Extraordinária de Relações Institucionais e de Cooperação Entre Poderes do Distrito Federal.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg4.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Licença Wigberto Tartuce DCL 14/02/2003 pág. 2 AMD 6/2003 Licença Wigberto Tartuce DCL 03/12/2003 pág. 37 AMD 126/2003 Licença Wigberto Tartuce DCL 05/04/2004 pág. 67 Ato do Presidente 292/2004 Licença Wigberto Tartuce DCL 18/01/2005 pág. 20 AMD 01/2005 Retorno Wigberto Tartuce DCL 03/04/2006 pág. 18 AMD 22/2006","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2002","M2002_DF_8_11122_731","Wigberto Tartuce","retorno","2006-04-03","dia",,,,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","licenciou-se entre 13/01/2005 e 03/04/2006 para assumir a Secretaria Extraordinária de Relações Institucionais e de Cooperação Entre Poderes do Distrito Federal.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg4.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Licença Wigberto Tartuce DCL 14/02/2003 pág. 2 AMD 6/2003 Licença Wigberto Tartuce DCL 03/12/2003 pág. 37 AMD 126/2003 Licença Wigberto Tartuce DCL 05/04/2004 pág. 67 Ato do Presidente 292/2004 Licença Wigberto Tartuce DCL 18/01/2005 pág. 20 AMD 01/2005 Retorno Wigberto Tartuce DCL 03/04/2006 pág. 18 AMD 22/2006","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2002","M2002_DF_8_15151_631","Gim Argello","licenca","2005-03-23","dia",,"Secretário de Estado do Trabalho do DF",,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Licenciado para a Secretaria de Estado do Trabalho do GDF em 23/03/2005 e 31/03/2006, retornando à CLDF em 03/04/2006.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg4.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Licença Gim Argello DCL 28/03/2005 pág. 6 AMD 17/2005 Exoneração Gim Argello DODF 31/03/2006 pág. 26 Retorno Gim Argello DCL 03/04/2006 pág. 18","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2002","M2002_DF_8_15151_631","Gim Argello","retorno","2006-04-03","dia",,,,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Licenciado para a Secretaria de Estado do Trabalho do GDF em 23/03/2005 e 31/03/2006, retornando à CLDF em 03/04/2006.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg4.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Licença Gim Argello DCL 28/03/2005 pág. 6 AMD 17/2005 Exoneração Gim Argello DODF 31/03/2006 pág. 26 Retorno Gim Argello DCL 03/04/2006 pág. 18","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2002","M2002_DF_8_15222_594","Leonardo Prudente","licenca","2004-07-06","dia",,"Secretário de Estado do DF",,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Licenciado para assumir Secretaria de Estado no GDF no período entre 06/07/2004 e 10/12/2004.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg4.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Licença Leonardo Prudente DCL 06/07/2004 pág. 1 AMD 48/2004 Retorno Leonardo Prudente DCL 10/12/2004 pág. 1 AMD 91/2004","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2002","M2002_DF_8_15222_594","Leonardo Prudente","retorno","2004-12-10","dia",,,,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Licenciado para assumir Secretaria de Estado no GDF no período entre 06/07/2004 e 10/12/2004.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg4.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Licença Leonardo Prudente DCL 06/07/2004 pág. 1 AMD 48/2004 Retorno Leonardo Prudente DCL 10/12/2004 pág. 1 AMD 91/2004","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2002","M2002_DF_8_25000_532","Izalci Lucas","licenca","2004-01-09","dia",,"Secretário de Estado de Desenvolvimento Tecnológico do DF",,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Licenciado para assumir a Secretaria de Estado de Desenvolvimento Tecnológico do GDF nos períodos entre 09/01/2004 e 10/12/2004, 03/02/2005 e 03/04/2006.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg4.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Licença Izalci Lucas DCL 13/01/2004 pág. 3 Ato do Presidente 23/2004 Retorno Izalci DCL 10/12/2004 pág. 2 AMD 94/2004 Licença Izalci Lucas DCL 03/02/2005 pág. 31 AMD 06/2005 DCL Retorno Izalci Lucas DCL 03/04/2006 pág. 17 AMD 21/2006","data_raw/assembleias3/DF/eventos.csv",TRUE
